Geneid	Fx593-CIM0DP-RNA-R1	Fx593-CIM0DP-RNA-R2	Fx600-CIM0DP-RNA-R1	Fx600-CIM0DP-RNA-R2
XXX5X39760	0	0	1	1
XXX5X39770	2	1	10	10
XXX5X39775	0	0	0	0
XXX5X39785	1096	678	1127	2363
XXX5X39790	0	0	2	1
XXX5X39800	0	0	2	0
XXX5X39810	0	0	2	1
XXX5X39820	0	0	4	2
XXX5X39830	2	0	3	214
XXX5X39840	0	0	3	1
XXX5X39850	437	793	1	1
XXX5X39860	0	0	0	0
XXX5X39861	0	0	0	0
XXX5X39862	0	0	5	1
XXX5X39863	0	0	5	0
XXX5X39865	1	0	9	2
XXX5X39870	0	0	7	1
XXX5X39880	0	1	7	2
XXX5X39890	0	271	9	3
XXX5X39895	0	0	0	0
XXX5X39900	0	0	10	4
XXX5X39910	0	0	0	1
XXX5X39920	0	0	1	0
XXX5X39930	0	0	0	1
XXX5X39940	4	68	4	0
XXX5X39950	1073	908	560	474
XXX5X39955	0	0	2	3
XXX5X39960	0	1	4	4
XXX5X39970	1	2	3	10
XXX5X39980	0	2	3	3
XXX5X39990	0	3	0	5
XXX5X39995	0	0	1	1
XXX5X40000	0	328	138	1
XXX5X40010	0	17	1	0
XXX5X40020	0	0	3	0
XXX5X40030	0	2	2	2
XXX5X40040	1	0	6	2
XXX5X40050	1	0	3	3
XXX5X40060	1	1	13	4
XXX5X40070	0	0	0	0
XXX5X40080	0	0	1	0
XXX5X40090	0	0	2	0
XXX5X40100	2	1	2	8
XXX5X40110	0	0	0	0
XXX5X40120	0	0	3	1
XXX5X40130	0	1	0	2
XXX5X40140	1	1	2	0
XXX5X40150	0	0	0	0
XXX5X40153	0	0	0	0
XXX5X40155	1	0	0	35
XXX5X40160	314	189	99	139
XXX5X40170	1109	0	5494	515
XXX5X40180	0	132	2	1
XXX5X40190	295	0	16	109
XXX5X40200	69	405	71	315
XXX5X40210	25	0	2	2
XXX5X40212	0	0	3	1
XXX5X40220	0	0	6	0
XXX5X40230	0	0	341	0
XXX5X40240	0	0	1	2
XXX5X40250	0	397	0	291
XXX5X40260	0	0	4	0
XXX5X40270	47	213	8	1
XXX5X40275	0	0	3	0
XXX5X40280	132	0	521	2
XXX5X40290	1	0	2	4
XXX5X40300	0	221	2	1
XXX5X40310	0	0	7	3
XXX5X40315	0	0	0	0
XXX5X40316	0	0	0	0
XXX5X40320	2	1	5	4
XXX5X40330	0	0	1	3
XXX5X40340	1389	884	1709	1372
XXX5X40348	0	0	2	0
XXX5X40350	0	0	1	2
XXX5X06015	0	0	0	2
XXX5X06025	0	0	0	0
XXX5X40360	0	0	4	1
XXX5X40370	1168	825	418	635
XXX5X40380	0	0	1	47
XXX5X40382	0	2	0	0
XXX5X06035	0	0	0	0
XXX5X40390	1041	1683	139	676
XXX5X40395	0	0	0	0
XXX5X40400	0	1	3	2
XXX5X40405	0	2	1	1
XXX5X40410	1	1	1	2
XXX5X40420	0	0	2	0
XXX5X40430	0	0	0	0
XXX5X06045	0	0	0	0
XXX5X40440	0	430	178	0
XXX5X06055	0	0	0	0
XXX5X40450	6568	11857	4842	3815
XXX5X06065	0	0	0	0
XXX5X40460	155	555	9	41
XXX5X06075	0	0	0	0
XXX5X40470	561	8	113	796
XXX5X40480	1	3	359	6
XXX5X40490	0	3	3	2
XXX5X40500	0	0	0	78
XXX5X40510	2	0	7	2
XXX5X40520	0	0	4	333
XXX5X40530	200	1030	10	3
XXX5X40540	2767	2140	1410	2338
XXX5X40545	0	0	0	0
XXX5X40550	10	1	4	1
XXX5X40560	0	2	4	1
XXX5X40570	0	0	5	2
XXX5X40580	215	475	5	2
XXX5X40590	0	0	0	1
XXX5X40600	0	281	3	166
XXX5X40595	0	0	0	0
XXX5X40605	0	2	4	4
XXX5X40610	233	0	3	1
XXX5X40620	0	1	2	1
XXX5X40630	1263	745	2	7
XXX5X40640	0	0	3	2
XXX5X40645	182	1	1	0
XXX5X40650	448	233	639	700
XXX5X40660	0	346	1	1
XXX5X40670	288	672	0	162
XXX5X40680	0	0	3	2
XXX5X40690	0	0	0	3
XXX5X40700	681	275	1	1
XXX5X40710	214	3	3	4
XXX5X40720	0	0	0	41
XXX5X40730	254	391	270	222
XXX5X40740	1	1	12	6
XXX5X40750	0	0	0	3
XXX5X40760	948	1900	477	5
XXX5X40770	3022	2729	1300	165
XXX5X40780	2436	2230	223	67
XXX5X40790	0	0	0	2
XXX5X40800	0	0	10	4
XXX5X40810	489	861	8	7
XXX5X40820	3	3	25	20
XXX5X40830	0	0	0	0
XXX5X40840	0	0	2	3
XXX5X40850	2036	2268	361	691
XXX5X40855	0	0	0	0
XXX5X40860	0	0	0	0
XXX5X40870	398	1	0	318
XXX5X40880	1	552	62	296
XXX5X40890	126	530	583	2231
XXX5X06085	0	0	0	2
XXX5X40900	0	3	8	0
XXX5X06095	0	0	1	0
XXX5X40910	5	308	15	149
XXX5X40920	256	1	451	5
XXX5X40930	2965	6433	5062	3007
XXX5X40940	0	2	4	1
XXX5X40942	0	1	1	1
XXX5X40945	0	0	0	0
XXX5X40950	34	144	1	1
XXX5X40960	0	0	0	0
XXX5X40970	0	0	2	2
XXX5X40980	0	0	0	0
XXX5X40981	0	0	0	0
XXX5X40990	0	0	4	5
XXX5X41000	1	0	2	2
XXX5X41010	734	587	603	407
XXX5X06115	0	1	0	1
XXX5X41020	442	68	406	36
XXX5X41025	0	0	0	0
XXX5X41030	0	0	2	0
XXX5X41040	0	0	0	0
XXX5X41050	0	0	0	0
XXX5X41060	187	0	3	0
XXX5X41070	1	0	1	164
XXX5X41071	0	0	0	0
XXX5X41080	12304	13324	24633	17927
XXX5X41090	0	0	0	77
XXX5X41100	931	1235	2779	4434
XXX5X41110	3	0	85	234
XXX5X41109	0	0	0	0
XXX5X41120	4	1	154	138
XXX5X41130	45	0	3	5
XXX5X41140	1	0	4	6
XXX5X41150	2	214	29	5
XXX5X41160	0	0	0	0
XXX5X41170	2	55	580	375
XXX5X41180	3	206	31	5
XXX5X41190	0	179	4	29
XXX5X41200	1	0	3	2
XXX5X41210	695	452	320	176
XXX5X41220	0	286	4	1
XXX5X41240	163	4	0	3
XXX5X41250	1	0	0	1
XXX5X41260	49	1	1499	1221
XXX5X41265	0	0	0	1
XXX5X41270	23	0	15	0
XXX5X41280	1	2	10	1
XXX5X41290	0	0	6	5
XXX5X41300	1	3	1	0
XXX5X41310	0	0	7	8
XXX5X06145	0	0	0	1
XXX5X41315	0	0	1	1
XXX5X41320	0	0	0	0
XXX5X06155	0	0	0	0
XXX5X41330	0	0	1	1
XXX5X41340	140	296	149	1
XXX5X41350	785	2397	504	559
XXX5X41360	13	277	4	130
XXX5X41370	543	702	562	16
XXX5X41380	0	0	0	2
XXX5X41390	0	0	1	1
XXX5X41400	438	0	508	280
XXX5X41401	0	0	0	0
XXX5X41410	0	1	82	1
XXX5X41420	0	0	0	0
XXX5X41430	0	0	0	0
XXX5X41440	0	0	0	0
XXX5X41450	0	0	0	1
XXX5X41460	1	0	2	6
XXX5X41470	0	0	1	5
XXX5X41480	411	0	2	313
XXX5X41471	1	5	0	0
XXX5X41490	0	0	1	0
XXX5X41491	0	0	0	0
XXX5X41494	0	0	0	0
XXX5X41500	0	0	0	0
XXX5X41505	0	0	0	0
XXX5X41510	1	0	1	0
XXX5X41520	10611	11582	527	1450
XXX5X41530	0	2	0	0
XXX5X41540	0	5	13	6
XXX5X41550	1	126	5	2
XXX5X41560	609	1015	477	1051
XXX5X41570	0	0	3	1
XXX5X41580	3	1	15	518
XXX5X41590	538	214	274	216
XXX5X41600	46	601	6	102
XXX5X41605	0	0	0	0
XXX5X41610	0	0	0	0
XXX5X41612	0	0	0	0
XXX5X41620	178	2	2	2
XXX5X41630	0	0	5	1
XXX5X41640	0	0	1	1
XXX5X41650	72	0	1	3
XXX5X41660	0	0	5	1
XXX5X41670	98	815	1	367
XXX5X41675	0	0	0	0
XXX5X41680	0	0	10	0
XXX5X41685	106	106	29	23
XXX5X41690	0	344	1	2
XXX5X41700	1339	2331	1191	1966
XXX5X41710	0	0	1	0
XXX5X41720	0	0	0	0
XXX5X41730	0	1	0	3
XXX5X06185	0	0	0	0
XXX5X41740	6	100	570	1013
XXX5X41750	373	460	3798	2075
XXX5X41755	3	0	6	1
XXX5X41760	6	4	1	422
XXX5X41761	0	0	0	0
XXX5X41763	0	0	0	0
XXX5X41765	0	0	0	0
XXX5X41770	822	0	0	35
XXX5X41780	0	0	2	1
XXX5X06205	0	0	0	0
XXX5X41790	1212	1015	1549	1226
XXX5X41800	1706	2586	710	1026
XXX5X41810	5481	6554	2614	3966
XXX5X41820	2	0	1	1
XXX5X41830	0	1	0	0
XXX5X41835	2	1	4	0
XXX5X41840	0	0	1	0
XXX5X41850	0	0	1	0
XXX5X41860	0	0	0	0
XXX5X06235	0	0	0	0
XXX5X41870	0	0	0	2
XXX5X06245	0	0	0	0
XXX5X41880	356	0	6	1
XXX5X41890	0	0	5	0
XXX5X41900	1	2	3	2
XXX5X06255	0	0	0	0
XXX5X06275	0	0	5	7
XXX5X41908	1	1	2	0
XXX5X41910	287	213	4	243
XXX5X41920	3	189	3	2
XXX5X41940	97	374	3	187
XXX5X41950	38	694	62	21
XXX5X41960	0	372	329	0
XXX5X41970	636	979	104	3
XXX5X41980	0	0	1	1
XXX5X41990	3263	2055	355	785
XXX5X42000	2165	1866	2372	902
XXX5X42010	999	1479	2524	4846
XXX5X42020	3007	2514	1595	287
XXX5X42030	195	258	363	152
XXX5X42040	0	1	248	297
XXX5X42050	4964	5475	5401	7018
XXX5X42053	0	0	33	74
XXX5X42060	226	119	3	0
XXX5X42070	0	0	1	1
XXX5X42080	2596	1013	234	1646
XXX5X42090	0	109	127	215
XXX5X42092	0	0	0	0
XXX5X42100	2	106	215	0
XXX5X42110	0	120	53	32
XXX5X42120	1	1	8	3
XXX5X42130	0	1	0	2
XXX5X42140	1	8	3	5
XXX5X06285	0	0	0	0
XXX5X42146	97	70	0	0
XXX5X42150	673	826	588	2
XXX5X42170	2	1	8	1
XXX5X42180	0	0	3	1
XXX5X42190	1	311	4	0
XXX5X42200	709	858	147	89
XXX5X42210	0	1	8	1
XXX5X42220	578	1298	1100	132
XXX5X42223	0	0	0	0
XXX5X42230	1	1	11	7
XXX5X42232	0	0	1	0
XXX5X42235	1	0	0	0
XXX5X42240	0	116	108	2
XXX5X42242	0	0	2	0
XXX5X42250	0	1	388	32
XXX5X42260	1	0	0	0
XXX5X42265	0	0	1	0
XXX5X42270	1	3	149	313
XXX5X42280	0	569	0	0
XXX5X42300	3923	5437	3457	3105
XXX5X42290	0	0	0	0
XXX5X42310	118	746	0	0
XXX5X42320	1	52	10	1
XXX5X06295	0	0	0	0
XXX5X42323	0	0	0	2
XXX5X42325	0	0	0	2
XXX5X42330	754	279	0	0
XXX5X42340	2	0	6	4
XXX5X42350	89	57	222	183
XXX5X42360	4	2	1	209
XXX5X42370	166	70	2	6
XXX5X42380	20863	29555	46790	42866
XXX5X42390	4299	286	248	1276
XXX5X42400	96	4	17	7
XXX5X42410	0	0	0	0
XXX5X42420	0	253	1	290
XXX5X42430	1	0	9	6
XXX5X42440	0	0	4	1
XXX5X06305	0	0	1	1
XXX5X42445	0	21	1	0
XXX5X42450	1	2	2	0
XXX5X42460	0	1	4	1
XXX5X42470	399	1162	489	603
XXX5X42480	0	0	6	2
XXX5X42490	0	0	7	1
XXX5X42500	0	0	0	0
XXX5X42504	0	0	0	0
XXX5X42505	0	0	0	0
XXX5X42510	0	0	0	0
XXX5X42520	172	961	9	277
XXX5X42530	0	0	3	0
XXX5X42540	1360	238	15	548
XXX5X42560	756	672	304	392
XXX5X42567	1	0	1	2
XXX5X42565	1	0	0	1
XXX5X42568	0	0	0	0
XXX5X42570	6448	8158	5965	4608
XXX5X42580	0	0	2	2
XXX5X42590	1	0	4	7
XXX5X06325	0	0	0	0
XXX5X06335	1	0	0	0
XXX5X42600	1	0	0	0
XXX5X42610	0	0	1	0
XXX5X42620	4	600	10	10
XXX5X42630	0	1	5	2
XXX5X42635	0	0	1	1
XXX5X06345	0	0	4	0
XXX5X06365	0	0	0	0
XXX5X42640	0	0	0	0
XXX5X42645	2	1	1	5
XXX5X42650	4031	5466	4172	2443
XXX5X42655	0	0	0	0
XXX5X42660	0	447	3	5
XXX5X42670	7	0	9	6
XXX5X42677	0	0	0	6
XXX5X42680	0	120	0	3
XXX5X42690	2	0	4	5
XXX5X42700	0	0	1	4
XXX5X42710	4	2	9	7
XXX5X42720	0	2	0	65
XXX5X42730	279	58	0	187
XXX5X42740	1396	467	1885	135
XXX5X42750	101	2	11	4
XXX5X42760	0	0	0	0
XXX5X06385	0	0	0	0
XXX5X42765	1	151	1	2
XXX5X42770	1	1	0	0
XXX5X42780	0	0	0	3
XXX5X42785	0	0	0	0
XXX5X42790	2238	2242	830	448
XXX5X42797	0	0	0	0
XXX5X42800	0	0	1	0
XXX5X42810	54	319	3	4
XXX5X42820	7	1	0	34
XXX5X06395	0	0	0	0
XXX5X42825	0	0	0	1
XXX5X42830	0	0	3	4
XXX5X42840	0	0	1	1
XXX5X42850	696	1420	337	333
XXX5X42860	1	0	0	0
XXX5X42870	77	513	18	698
XXX5X06405	0	0	0	0
XXX5X06415	0	0	0	1
XXX5X42880	379	30	5	1
XXX5X42890	154	304	273	260
XXX5X42895	0	0	4	0
XXX5X42900	200	0	442	362
XXX5X42905	0	0	1	0
XXX5X42910	0	0	0	0
XXX5X42920	668	197	4	600
XXX5X42930	28	60	2417	1932
XXX5X42940	440	2408	328	94
XXX5X06425	1	0	1	0
XXX5X42950	225	747	120	483
XXX5X42955	0	0	0	2
XXX5X42957	0	0	2	0
XXX5X42960	249	149	0	237
XXX5X42965	163	110	0	86
XXX5X42970	1064	481	4	340
XXX5X42980	15661	17306	4652	5613
XXX5X42990	1736	2365	516	676
XXX5X43000	0	0	4	1
XXX5X43010	630	0	11	12
XXX5X43015	0	0	4	0
XXX5X43020	0	1	4	4
XXX5X43030	0	0	4	4
XXX5X43035	0	0	0	0
XXX5X06435	0	0	0	0
XXX5X43040	1	0	5	2
XXX5X43050	234	115	0	178
XXX5X43060	4795	5534	249	566
XXX5X43065	2	3	4	2
XXX5X43064	0	35	0	40
XXX5X06445	0	0	0	0
XXX5X43066	0	0	0	0
XXX5X06455	0	0	0	0
XXX5X06465	0	0	0	0
XXX5X43068	150	137	109	89
XXX5X43070	40	376	1	243
XXX5X43080	1	2	3	5
XXX5X43090	1	0	2	0
XXX5X43100	2	0	10	49
XXX5X43105	0	0	0	0
XXX5X43110	0	0	1	0
XXX5X43120	2	0	8	2
XXX5X43130	310	301	187	4
XXX5X43140	378	63	306	0
XXX5X43150	535	569	1	1
XXX5X06475	0	0	0	0
XXX5X43155	0	0	0	0
XXX5X43160	0	0	0	0
XXX5X43170	0	231	41	55
XXX5X43175	1	0	2	0
XXX5X43180	1148	2343	0	0
XXX5X43185	0	0	0	0
XXX5X43190	703	76	599	1110
XXX5X43196	0	0	5	0
XXX5X06495	0	0	0	0
XXX5X43200	0	0	0	0
XXX5X43210	0	0	4	14
XXX5X43211	0	0	1	0
XXX5X43230	1	0	8	3
XXX5X43240	0	0	1	1
XXX5X43250	0	0	1	1
XXX5X43260	828	408	798	1004
XXX5X43270	0	0	0	0
XXX5X43280	0	0	0	0
XXX5X43285	0	0	0	0
XXX5X43290	1	0	1	0
XXX5X43300	0	2	11	3
XXX5X43310	473	985	155	73
XXX5X43320	292	823	2	662
XXX5X43330	0	0	10	21
XXX5X43340	0	0	0	2
XXX5X43350	0	0	2	223
XXX5X43360	0	0	1	0
XXX5X43370	0	0	2	2
XXX5X43380	79	265	0	0
XXX5X43390	0	1	2	1
XXX5X43400	0	152	1	51
XXX5X43401	0	0	1	0
XXX5X43403	0	45	5	2
XXX5X43405	0	0	0	0
XXX5X43410	0	0	0	0
XXX5X43415	0	0	1	2
XXX5X43420	1198	737	315	127
XXX5X43430	949	1172	614	545
XXX5X43440	94	226	0	198
XXX5X06505	0	0	0	0
XXX5X06515	10	0	0	0
XXX5X43450	0	0	442	1129
XXX5X43455	0	0	0	0
XXX5X43460	11868	16647	2814	3064
XXX5X43470	2	2	147	64
XXX5X43480	0	0	2	0
XXX5X43490	0	2	1	1
XXX5X43500	168	746	710	5
XXX5X43510	0	0	1	3
XXX5X43513	0	0	4	2
XXX5X43516	0	0	1	0
XXX5X43518	0	0	1	0
XXX5X43520	2	0	275	1
XXX5X43525	1	0	1	0
XXX5X43530	0	0	0	5
XXX5X43535	1	0	0	0
XXX5X43540	0	0	0	0
XXX5X43550	0	0	0	0
XXX5X43560	1102	703	1329	585
XXX5X43570	0	0	1	1
XXX5X43580	460	106	8118	6857
XXX5X43590	0	0	1	2
XXX5X43600	0	923	4	383
XXX5X43610	1	1	0	2
XXX5X43620	2882	3000	7595	8047
XXX5X06525	0	0	0	0
XXX5X43630	1	2	3	382
XXX5X43640	3	0	1	2
XXX5X43650	2982	3471	641	1677
XXX5X06535	104	110	349	815
XXX5X43660	428	54	96	883
XXX5X43670	167	0	3	0
XXX5X43680	0	0	8	2
XXX5X43690	0	2	1	5
XXX5X43695	0	0	0	0
XXX5X43700	2765	1317	3	334
XXX5X43710	40	2	8	129
XXX5X43720	0	194	0	1
XXX5X43725	0	0	0	30
XXX5X43730	1	1	0	543
XXX5X43740	1	1	5	0
XXX5X43745	1	1	4	6
XXX5X43750	1	3	1	157
XXX5X43755	0	0	1	0
XXX5X43760	0	0	1	17
XXX5X43770	0	0	0	0
XXX5X43780	1430	784	745	461
XXX5X43790	1	0	0	4
XXX5X43800	1	1	5	3
XXX5X43810	0	125	0	6
XXX5X43822	0	0	0	125
XXX5X43820	2	2	3	3
XXX5X43830	340	0	95	186
XXX5X43840	0	0	36	4
XXX5X43850	175	221	169	337
XXX5X43860	0	0	1	0
XXX5X43870	0	416	8	4
XXX5X43880	1781	557	15	10
XXX5X43890	45	522	1	1
XXX5X43900	427	1837	949	242
XXX5X43910	321	183	0	371
XXX5X43920	2	2	36	5
XXX5X43930	2	26	327	98
XXX5X06545	0	0	0	0
XXX5X43935	0	0	0	0
XXX5X43940	296	1	1	121
XXX5X43950	30	0	3	0
XXX5X43960	75	3	1	0
XXX5X43970	1248	841	132	135
XXX5X43980	0	0	0	1
XXX5X43990	0	35	5	2
XXX5X44000	0	424	3	0
XXX5X44005	20	82	65	0
XXX5X44010	137	122	245	282
XXX5X44020	3110	8146	2289	4284
XXX5X44030	3	2	7	1
XXX5X44040	0	0	0	1
XXX5X44050	1	0	35	23
XXX5X44060	1116	2089	2081	1589
XXX5X44063	99	3	1847	894
XXX5X44065	54	0	816	451
XXX5X44070	6173	7290	16052	27076
XXX5X44080	421	990	1249	81
XXX5X44090	10	408	758	649
XXX5X44100	732	395	723	415
XXX5X44110	1	0	0	24
XXX5X44120	0	1	3	1
XXX5X44130	0	0	0	568
XXX5X44140	1	0	0	0
XXX5X44150	1	0	0	1
XXX5X44160	0	719	3	2
XXX5X44170	0	281	1	0
XXX5X44180	237	244	936	157
XXX5X44190	79	9	131	0
XXX5X44200	326	0	264	204
XXX5X44210	129	0	1	2
XXX5X44220	0	0	3	1
XXX5X44230	0	0	3	0
XXX5X44240	188	105	11	332
XXX5X44250	378	3	9	3
XXX5X44255	1	0	0	2
XXX5X44260	0	0	0	0
XXX5X44265	2	0	0	0
XXX5X44270	0	0	0	0
XXX5X44280	176	568	61	0
XXX5X44283	0	0	0	0
XXX5X06565	0	0	0	0
XXX5X44286	0	0	0	0
XXX5X44290	55	94	1436	916
XXX5X44300	0	0	0	0
XXX5X44306	0	0	0	0
XXX5X44310	0	0	1	0
XXX5X44313	0	0	0	0
XXX5X44316	309	0	1	1
XXX5X44320	617	913	12	11
XXX5X44330	0	0	0	1
XXX5X44340	1892	705	3	1142
XXX5X44345	0	0	0	0
XXX5X44350	115	299	115	1
XXX5X44360	0	2	3	3
XXX5X44370	0	1	0	1
XXX5X44375	0	0	0	0
XXX5X44380	3	0	2193	4606
XXX5X44390	1	0	0	0
XXX5X44400	0	0	3	0
XXX5X44410	1	0	1	1
XXX5X44415	0	0	2	2
XXX5X44416	0	1	4	0
XXX5X44417	0	0	5	6
XXX5X44418	0	0	3	1
XXX5X44420	0	0	4	0
XXX5X44430	0	0	4	4
XXX5X44440	0	1	6	206
XXX5X44450	0	171	1	0
XXX5X44460	0	0	1	0
XXX5X44470	0	0	0	0
XXX5X44480	3	0	5	3
XXX5X44490	0	3	0	1
XXX5X44495	0	0	0	2
XXX5X44500	1	289	3	0
XXX5X44510	1	216	8	7
XXX5X44520	0	0	0	1
XXX5X44530	1	1	3	0
XXX5X44540	0	39	0	1
XXX5X44550	0	0	1	2
XXX5X44555	0	0	0	0
XXX5X44560	275	11	2	73
XXX5X44562	0	0	0	0
XXX5X44563	0	0	0	0
XXX5X06575	0	0	0	0
XXX5X44565	0	0	0	1
XXX5X44567	0	0	0	0
XXX5X06585	0	1	0	0
XXX5X44568	5	0	0	1
XXX5X44569	0	0	70	0
XXX5X44566	0	0	0	0
XXX5X44570	0	0	35	6
XXX5X44572	2	0	25	278
XXX5X44574	0	0	1	0
XXX5X44575	0	0	1	0
XXX5X44578	0	0	2	0
XXX5X44580	135	1	2	0
XXX5X44582	0	0	1	0
XXX5X44585	1	1	9	5
XXX5X06595	0	0	0	0
XXX5X06615	3	0	11	6
XXX5X44590	0	0	8	6
XXX5X44600	1	0	3	179
XXX5X44610	1	151	7886	7080
XXX5X44620	0	0	0	0
XXX5X44630	0	1	6	3
XXX5X44635	0	0	2	2
XXX5X44640	0	0	0	0
XXX5X44650	265	138	60	527
XXX5X44660	0	0	0	0
XXX5X44670	3	0	1	2
XXX5X44680	2	0	6	1
XXX5X44690	0	1	8	2
XXX5X44700	0	0	0	2
XXX5X44705	0	0	0	0
XXX5X44710	67	114	0	0
XXX5X44720	571	0	1	4
XXX5X44730	123	0	5	0
XXX5X44740	0	106	2	1
XXX5X44750	604	82	70	459
XXX5X44760	0	0	1	0
XXX5X44770	0	0	0	1
XXX5X44780	0	0	0	0
XXX5X44785	3	0	1	0
XXX5X44790	953	1860	335	193
XXX5X44800	74	861	95	91
XXX5X44820	0	0	778	882
XXX5X44830	0	0	1	0
XXX5X44840	0	1	7	3
XXX5X44850	0	0	0	0
XXX5X06635	0	0	0	0
XXX5X44860	277	0	0	198
XXX5X44870	0	1	6	343
XXX5X44875	0	0	0	0
XXX5X44880	0	0	0	0
XXX5X44890	0	0	0	0
XXX5X06655	1	0	0	2
XXX5X44900	0	4	8	0
XXX5X44910	2	1	309	715
XXX5X44920	0	111	170	1
XXX5X44930	0	0	2	2
XXX5X06665	0	0	0	0
XXX5X44925	1	0	6	3
XXX5X06675	0	0	0	0
XXX5X44940	0	0	0	0
XXX5X44950	0	0	0	0
XXX5X44960	0	0	0	0
XXX5X44970	0	3	1	0
XXX5X44973	0	0	0	0
XXX5X44980	0	0	1	0
XXX5X44990	0	0	257	1
XXX5X45000	0	0	1	0
XXX5X45010	4	0	0	0
XXX5X45020	1	131	7	2
XXX5X06695	0	0	0	0
XXX5X45030	0	0	0	0
XXX5X45040	45	28	0	45
XXX5X45050	1	7	15	17
XXX5X45060	1	0	7	7
XXX5X45070	0	0	2	2
XXX5X45080	0	0	2	0
XXX5X45082	0	0	0	1
XXX5X45085	0	0	0	1
XXX5X45090	0	0	0	0
XXX5X45095	0	1	1	2
XXX5X45100	936	727	1468	1108
XXX5X45105	0	0	2	1
XXX5X45110	2190	1463	2784	1361
XXX5X45113	0	0	3	1
XXX5X45116	0	1	10	4
XXX5X45115	0	0	0	3
XXX5X45120	0	0	2	1
XXX5X45130	5419	5928	10634	11640
XXX5X45140	12	0	9	6
XXX5X45150	1	1	11	6
XXX5X45160	13	3	2	2
XXX5X45170	151	147	226	54
XXX5X45180	0	0	3	77
XXX5X45190	169	535	33	200
XXX5X45200	0	2	9	5
XXX5X45210	0	0	3	1
XXX5X45220	0	0	1	3
XXX5X45230	8	6	21	20
XXX5X45240	1	1	3	2
XXX5X45250	106	84	8	114
XXX5X45260	86	798	47	74
XXX5X06705	0	0	0	4
XXX5X06715	0	0	0	0
XXX5X45275	0	154	1	1
XXX5X45276	0	0	2	0
XXX5X45277	0	0	0	0
XXX5X45280	973	230	13263	13993
XXX5X45290	3	0	6	5
XXX5X45300	0	416	3	3
XXX5X45310	0	0	379	3
XXX5X45320	0	0	0	4
XXX5X45330	1	2	8	10
XXX5X45340	414	797	625	842
XXX5X45350	1588	1296	1035	673
XXX5X45360	0	261	351	1
XXX5X45370	0	80	3	1
XXX5X45380	3	0	4	41
XXX5X45390	0	240	3	245
XXX5X45400	2	0	2	2
XXX5X45410	504	779	518	436
XXX5X45420	748	524	227	878
XXX5X45430	2594	6025	1782	2379
XXX5X45440	120	25	1	422
XXX5X45450	1	1	3	0
XXX5X45455	0	0	1	3
XXX5X45460	0	0	8	5
XXX5X45472	0	0	2	0
XXX5X45469	0	0	0	0
XXX5X45470	0	0	0	0
XXX5X45475	0	0	0	0
XXX5X45480	0	0	0	0
XXX5X45490	3	365	9	4
XXX5X45500	196	1	543	45
XXX5X45510	1025	1156	677	1141
XXX5X45520	0	3	6	3
XXX5X45530	0	0	5	1
XXX5X45540	0	0	3	5
XXX5X45550	513	347	464	728
XXX5X45560	2	0	321	7
XXX5X45570	0	2	8	9
XXX5X45573	0	1	3	0
XXX5X45576	1	0	3	1
XXX5X45580	2	0	3	1
XXX5X45590	181	1	0	1
XXX5X45595	0	0	0	1
XXX5X45600	258	229	3	4
XXX5X06735	0	0	0	0
XXX5X45605	0	1	1	0
XXX5X45610	2	0	2	2
XXX5X45620	453	1508	106	582
XXX5X45630	1	2	214	1695
XXX5X45640	0	1	3	4
XXX5X45650	1	5	4	0
XXX5X45660	235	760	1	181
XXX5X45670	0	0	0	0
XXX5X45680	0	0	283	423
XXX5X45690	0	0	1	2
XXX5X45700	0	0	3	1
XXX5X45710	96	373	596	698
XXX5X45720	0	2	6	62
XXX5X45715	0	0	0	0
XXX5X06745	0	0	0	1
XXX5X45730	1	3	6	4
XXX5X45740	0	0	0	0
XXX5X45745	0	0	0	0
XXX5X45750	786	420	423	1437
XXX5X45760	1	216	4	2
XXX5X45770	0	0	0	0
XXX5X45775	2088	2115	219	162
XXX5X45780	0	0	0	1
XXX5X45790	0	1	2	0
XXX5X45800	208	1	3	2
XXX5X45810	0	0	2	1
XXX5X45820	0	0	7	3
XXX5X45830	281	26	21	21
XXX5X45840	0	1	7	0
XXX5X45850	2	1	0	2
XXX5X45860	0	0	0	2
XXX5X45870	0	0	0	0
XXX5X45875	0	0	0	0
XXX5X45880	0	0	3	3
XXX5X45890	0	0	1	1
XXX5X45900	835	2	1	0
XXX5X06765	0	0	0	0
XXX5X45905	0	0	0	1
XXX5X45910	0	0	1	0
XXX5X45920	0	123	2	0
XXX5X45930	1	1	9	9
XXX5X45940	0	0	1	0
XXX5X45950	0	0	2	0
XXX5X45960	0	0	0	0
XXX5X45970	0	0	0	0
XXX5X45980	1	0	0	1
XXX5X45990	0	0	8	4
XXX5X46000	0	0	5	1
XXX5X46010	0	0	0	0
XXX5X06775	0	114	0	66
XXX5X46020	1559	1724	763	57
XXX5X46025	0	0	0	0
XXX5X46030	477	219	368	170
XXX5X46040	0	0	4	4
XXX5X46050	0	0	391	1
XXX5X46060	2	1	3	14
XXX5X46070	347	1145	533	58
XXX5X46080	96	19	852	802
XXX5X46085	9	0	0	0
XXX5X46090	42	0	0	0
XXX5X46100	133	0	0	0
XXX5X46110	0	0	1	807
XXX5X46105	0	0	2	0
XXX5X46115	0	0	1	0
XXX5X46120	0	0	2	1
XXX5X46130	0	3	1	1
XXX5X46140	0	0	16	0
