Geneid	Fx593-CIM0DP-RNA-R1	Fx593-CIM0DP-RNA-R2	Fx600-CIM0DP-RNA-R1	Fx600-CIM0DP-RNA-R2
XXX3X24020	23	17	3	26
XXX3X04615	4	0	1	1
XXX3X24030	936	524	0	291
XXX3X24040	347	0	3	6
XXX3X24050	738	1449	3579	3267
XXX3X24060	0	3	3	2
XXX3X24065	0	0	3	2
XXX3X24068	0	1	0	0
XXX3X24070	694	355	0	60
XXX3X24080	144	356	260	124
XXX3X24090	116	732	1	268
XXX3X24093	2	0	3	0
XXX3X24100	8038	9291	8438	9041
XXX3X24110	104	0	1	0
XXX3X24120	147	440	560	187
XXX3X24130	0	0	1	0
XXX3X24140	0	1	2	2
XXX3X04625	0	0	0	0
XXX3X24150	2	0	6	0
XXX3X24160	0	123	159	740
XXX3X24170	3182	611	778	1208
XXX3X24180	962	389	1209	402
XXX3X24190	0	68	5	461
XXX3X24200	323	1173	170	465
XXX3X04635	0	0	0	0
XXX3X24210	0	0	4	0
XXX3X24220	0	0	3	1
XXX3X24225	0	0	0	0
XXX3X04645	0	0	0	0
XXX3X24230	1	0	2	1
XXX3X24240	803	327	9	3
XXX3X24250	4	2	4	5
XXX3X24255	1	0	12	13
XXX3X24260	0	0	0	0
XXX3X24270	2	0	0	0
XXX3X24280	0	0	0	0
XXX3X24290	2	0	2	3
XXX3X24300	1	0	4	1
XXX3X24310	0	22	2	1
XXX3X24315	0	2	9	4
XXX3X24320	3	2	9	12
XXX3X24332	0	0	0	0
XXX3X24330	0	0	0	0
XXX3X24340	1	2	6	8
XXX3X24350	417	291	495	390
XXX3X24360	1	0	4	2
XXX3X24365	0	0	1	3
XXX3X24370	0	1	6	0
XXX3X24380	0	0	0	0
XXX3X24385	0	1	0	0
XXX3X24390	0	2	11	9
XXX3X24400	1	0	0	2
XXX3X24420	3	1	413	1106
XXX3X24430	1	5	7	1
XXX3X04665	0	0	1	2
XXX3X24440	3	0	4	0
XXX3X24450	0	0	0	1
XXX3X24460	2	110	10	4
XXX3X24463	2	0	1	0
XXX3X24465	0	0	1	0
XXX3X04675	1	0	0	0
XXX3X24480	0	0	23	6
XXX3X24490	7	343	0	3
XXX3X24495	159	161	198	4
XXX3X24500	17695	24054	14213	14788
XXX3X04685	0	0	0	0
XXX3X24503	319	421	9975	7772
XXX3X04695	0	0	16	23
XXX3X24506	505	577	238	476
XXX3X24508	0	0	1	0
XXX3X24510	0	0	0	0
XXX3X24513	0	0	1	1
XXX3X24515	1	0	6	4
XXX3X24514	0	0	0	0
XXX3X24516	0	0	0	0
XXX3X24517	0	0	0	0
XXX3X24518	1	2	0	0
XXX3X24520	0	0	0	0
XXX3X24530	418	1	486	254
XXX3X04705	0	0	0	0
XXX3X04725	0	0	0	0
XXX3X24535	0	0	0	2
XXX3X24540	0	0	4	5
XXX3X24542	0	1	1	4
XXX3X04745	0	0	6	1
XXX3X24550	1240	2424	1217	997
XXX3X24560	707	1	5	2
XXX3X24570	110	70	1	64
XXX3X04755	105	1	1	0
XXX3X24575	0	0	0	0
XXX3X24580	0	0	1	4
XXX3X24590	204	2	321	179
XXX3X24600	0	0	0	0
XXX3X24605	0	0	0	1
XXX3X24610	0	0	3	1
XXX3X24612	0	0	0	0
XXX3X04775	0	0	0	1
XXX3X24614	0	0	0	0
XXX3X24615	0	0	0	0
XXX3X24620	3	2	8	6
XXX3X24630	1	1	3	38
XXX3X24640	0	0	0	0
XXX3X24650	1	0	5	1
XXX3X24660	285	0	54	2
XXX3X24670	1	1	2	141
XXX3X04785	0	0	0	0
XXX3X04795	0	0	4	0
XXX3X24675	3	3	12	4
XXX3X24680	1	0	6	1
XXX3X24690	0	0	2	0
XXX3X24700	0	0	6	1
XXX3X24710	0	2	1	0
XXX3X24715	0	1	385	2
XXX3X24730	264	195	160	10
XXX3X24740	399	467	333	442
XXX3X04805	0	0	0	2
XXX3X24750	0	0	3	0
XXX3X24760	0	0	5	2
XXX3X24770	7	114	0	0
XXX3X04815	0	0	0	0
XXX3X24780	0	1	8	1
XXX3X24790	1	4	4	5
XXX3X24800	369	470	428	190
XXX3X24810	1395	401	286	189
XXX3X24820	297	272	367	156
XXX3X24830	13566	15617	357	1053
XXX3X24840	3	324	12	4
XXX3X24850	0	0	4	2
XXX3X24860	1	265	0	0
XXX3X04825	0	0	0	0
XXX3X24870	7	59	7	94
XXX3X04835	0	0	0	0
XXX3X24880	28	9	3	3
XXX3X24890	2	0	0	0
XXX3X24900	0	1	0	2
XXX3X04845	0	0	0	0
XXX3X24927	328	161	0	186
XXX3X24929	87	0	116	93
XXX3X24982	70	0	0	0
XXX3X25010	129	2	8	0
XXX3X25012	0	0	0	0
XXX3X25011	0	0	0	0
XXX3X25013	1	279	5	178
XXX3X25014	0	1	0	0
XXX3X25020	1	371	5	30
XXX3X25030	1	352	1	99
XXX3X25040	382	72	272	2
XXX3X25050	0	0	3	3
XXX3X25060	0	0	4	0
XXX3X25070	1183	2137	128	591
XXX3X25080	0	0	0	0
XXX3X25090	0	0	1	1
XXX3X25100	0	2	7	1
XXX3X25110	1	831	3	3
XXX3X25120	152	0	0	207
XXX3X25130	0	2	10	4
XXX3X25140	653	3854	906	613
XXX3X25150	0	12	1	5
XXX3X25160	0	0	1	0
XXX3X25165	0	1	0	2
XXX3X25170	0	1	3	1
XXX3X04875	0	0	2	2
XXX3X25180	0	0	1	2
XXX3X25182	0	0	0	2
XXX3X25190	182	0	1	1
XXX3X25200	0	0	0	1
XXX3X04895	0	0	0	0
XXX3X25210	0	260	4	1
XXX3X25220	1085	448	437	511
XXX3X25221	0	14	1	16
XXX3X25225	0	0	0	1
XXX3X25230	16713	26568	9713	13327
XXX3X25240	171	0	3	27
XXX3X25250	8671	7417	13152	18957
XXX3X25260	5	3	25	2
XXX3X25265	0	0	2	0
XXX3X25270	1	0	0	0
XXX3X25280	0	0	1	2
XXX3X25290	144	300	5	2
XXX3X25400	132	0	3	3
XXX3X25410	1	2	664	5
XXX3X25420	2	0	3	2
XXX3X25430	108	21	4	1
XXX3X25440	0	634	1	2
XXX3X25450	0	0	1	0
XXX3X04905	0	0	0	0
XXX3X25460	0	0	1	0
XXX3X25470	531	391	421	20
XXX3X25480	175	155	5	135
XXX3X25485	0	3	5	4
XXX3X25490	0	0	0	0
XXX3X25493	0	0	0	0
XXX3X25495	242	3	653	564
XXX3X25500	0	0	7	4
XXX3X25505	1	2	9	1
XXX3X25510	0	0	142	0
XXX3X25520	6314	8288	777	966
XXX3X25530	0	396	3	63
XXX3X25540	1	8	245	0
XXX3X25545	642	565	5	202
XXX3X25550	1	0	3	0
XXX3X25560	3	0	6	2
XXX3X04915	0	0	0	0
XXX3X25570	0	2	3	4
XXX3X25573	0	1	2	1
XXX3X25577	2	0	6	0
XXX3X25580	239	135	2	140
XXX3X25585	542	554	1101	1487
XXX3X25590	0	0	2	1
XXX3X25597	1687	1877	2047	1336
XXX3X25600	374	118	668	769
XXX3X25610	669	1069	3202	3359
XXX3X25620	0	296	1	2
XXX3X25630	0	0	2	0
XXX3X25640	0	0	1	4
XXX3X25650	0	2	3	3
XXX3X04925	0	0	3	0
XXX3X25655	0	1	0	0
XXX3X25660	9	377	4	77
XXX3X25670	2	4	5	1
XXX3X25680	1	203	5	0
XXX3X25690	16	6	18	403
XXX3X25700	2	1	142	56
XXX3X25710	2008	2801	6	8
XXX3X25715	0	0	0	0
XXX3X25716	0	0	0	1
XXX3X25717	254	1	193	49
XXX3X04935	0	0	0	0
XXX3X04955	0	0	0	0
XXX3X25719	0	0	0	0
XXX3X25720	1	0	5	1
XXX3X25725	0	2	4	4
XXX3X25727	0	0	1	0
XXX3X25730	6586	8745	406	1220
XXX3X25740	634	678	203	3
XXX3X25750	0	0	5	0
XXX3X25760	0	899	1464	6301
XXX3X25770	9265	8900	1192	1132
XXX3X25780	7815	12356	2452	2660
XXX3X25790	0	0	0	0
XXX3X25795	0	1	3	0
XXX3X25800	1374	1124	18	1083
XXX3X25805	0	170	1	473
XXX3X25810	0	0	2	3
XXX3X25815	0	1	4	2
XXX3X25820	0	0	0	0
XXX3X25826	0	0	0	1
XXX3X25830	0	0	0	0
XXX3X25840	464	1233	1244	194
XXX3X25850	0	0	1	1
XXX3X25855	0	0	0	0
XXX3X25860	2	1	3	0
XXX3X25870	269	0	6	3
XXX3X25880	0	0	4	1
XXX3X25882	105	2	1	0
XXX3X25890	0	0	1	0
XXX3X25900	3268	1344	189	1204
XXX3X25905	0	1	1	0
XXX3X25910	308	1008	274	204
XXX3X04965	0	126	0	0
XXX3X25920	0	51	1	384
XXX3X25930	0	0	386	0
XXX3X25940	66	113	0	0
XXX3X25950	1	0	2	0
XXX3X25960	0	1	16	6
XXX3X25970	2	3	20	15
XXX3X25980	361	1	322	1
XXX3X25990	4	2	807	12
XXX3X26000	1177	363	467	871
XXX3X26010	0	0	0	0
XXX3X26020	481	657	1934	675
XXX3X26030	420	408	0	0
XXX3X26040	0	0	1	2
XXX3X26050	2	2	4	1
XXX3X26060	0	0	4	688
XXX3X26070	1	224	1	217
XXX3X26080	1919	1807	225	559
XXX3X26085	172	105	1	56
XXX3X26090	101	44	3	0
XXX3X26100	19	150	266	619
XXX3X26110	3	123	3	1
XXX3X26115	241	350	2	6
XXX3X26120	1	0	3	1
XXX3X04975	0	0	0	0
XXX3X04985	0	0	0	0
XXX3X26130	1	1	16	2
XXX3X26125	0	0	0	0
XXX3X26135	0	0	1	0
XXX3X04995	0	0	0	0
XXX3X26134	1	0	0	1
XXX3X26140	0	1	3	32
XXX3X26147	0	0	0	1
XXX3X26150	2	0	2	2
XXX3X26160	0	0	7	1
XXX3X26165	1	1	3	275
XXX3X26170	1	0	115	870
XXX3X26180	1	0	1333	157
XXX3X05005	0	0	0	1
XXX3X26190	0	0	4	2
XXX3X26200	0	0	3	3
XXX3X26210	2	0	1081	279
XXX3X26220	1	1	5	119
XXX3X26230	0	0	7	0
XXX3X26235	0	0	4	0
XXX3X26237	0	0	1	0
XXX3X26240	1	2	2	16
XXX3X26250	0	2	2	0
XXX3X26260	1	0	3	2
XXX3X26265	0	0	1	2
XXX3X26270	0	0	0	0
XXX3X26280	2	0	0	0
XXX3X26290	0	1	3	0
XXX3X26295	0	0	14	15
XXX3X26300	0	0	489	772
XXX3X26310	0	0	0	0
XXX3X26320	0	0	6	1
XXX3X26330	0	0	5	0
XXX3X26340	134	3	5	254
XXX3X26350	0	270	16	1
XXX3X26355	0	0	0	0
XXX3X26360	142	34	3	38
XXX3X26370	3	328	24	51
XXX3X26380	1	56	19	10
XXX3X26390	1	2	0	1
XXX3X26395	0	0	0	48
XXX3X26400	0	0	0	81
XXX3X26410	0	560	0	0
XXX3X26430	0	2	2	3
XXX3X26420	0	6	14	5
XXX3X26440	174	51	4097	5771
XXX3X26445	0	0	0	0
XXX3X26450	0	0	0	0
XXX3X26460	0	0	0	0
XXX3X26470	77	0	309	122
XXX3X05015	0	0	0	0
XXX3X26480	0	0	3	1
XXX3X26483	0	0	4	2
XXX3X26486	0	0	0	0
XXX3X26490	1	0	12	3
XXX3X05025	0	0	0	0
XXX3X26500	1	2	1813	1097
XXX3X26510	1540	2775	2540	1874
XXX3X26512	0	0	0	0
XXX3X05045	0	0	0	1
XXX3X05055	4	0	0	1
XXX3X26520	174	492	1049	1617
XXX3X26525	0	0	0	0
XXX3X26530	0	0	0	0
XXX3X26539	0	0	1	0
XXX3X26540	0	0	3	0
XXX3X26550	1	0	1	0
XXX3X26560	40	455	197	73
XXX3X26570	0	0	2	0
XXX3X26580	0	285	0	22
XXX3X26590	2	2	42	1
XXX3X26600	321	51	637	431
XXX3X26605	0	0	0	0
XXX3X26610	0	0	1	1
XXX3X26612	0	95	0	55
XXX3X26614	0	1	1	1
XXX3X26616	0	0	0	0
XXX3X26618	230	645	552	1
XXX3X26620	0	0	0	0
XXX3X26630	489	813	4	335
XXX3X26640	273	655	3	597
XXX3X26650	0	2	2	4725
XXX3X26660	1	0	0	1
XXX3X26670	86	3	548	115
XXX3X26680	11	12	5159	4093
XXX3X05075	0	0	0	0
XXX3X26690	328	0	268	83
XXX3X26700	2	71	9	3
XXX3X26710	0	281	5	471
XXX3X26720	5	1	811	406
XXX3X26730	864	465	422	19
XXX3X26740	1	0	2	1964
XXX3X26742	0	0	7	0
XXX3X26744	0	65	1	327
XXX3X26747	0	0	3	0
XXX3X26750	0	1	1	0
XXX3X26760	771	144	2	2
XXX3X26770	161	164	2	1
XXX3X26775	0	0	1	0
XXX3X26780	1327	3906	1	500
XXX3X26782	1	0	3	0
XXX3X26790	1	0	0	1
XXX3X05085	0	0	1	0
XXX3X26800	1	1	4	0
XXX3X26805	1	0	1	2
XXX3X26810	2	69	697	151
XXX3X05095	0	0	0	1
XXX3X05105	3	1	3	3
XXX3X26820	1	3	1	4
XXX3X05115	0	0	0	0
XXX3X26830	567	886	2	6
XXX3X26840	1	2	0	3
XXX3X26850	0	2	1	0
XXX3X26855	0	0	0	1
XXX3X26860	0	0	0	0
XXX3X26870	0	0	0	0
XXX3X26872	0	0	0	0
XXX3X26880	0	0	1	1
XXX3X26890	4	1036	379	484
XXX3X26900	229	671	614	884
XXX3X26910	1611	981	2686	2827
XXX3X26920	0	326	278	93
XXX3X26922	0	5	4	2
XXX3X26930	1	0	4	2
XXX3X26934	0	0	2	0
XXX3X05125	0	0	0	0
XXX3X26932	0	3	3	3
XXX3X26935	1689	319	8	1
XXX3X26940	0	0	3	3
XXX3X26950	192	415	3	231
XXX3X26960	0	104	1	149
XXX3X26980	840	2031	2417	1656
XXX3X05135	0	0	0	0
XXX3X26990	459	400	525	754
XXX3X27000	624	0	1187	0
XXX3X27010	115	340	1	0
XXX3X27020	0	0	27	293
XXX3X27025	0	0	11	6
XXX3X27027	0	0	0	0
XXX3X27030	0	11	0	0
XXX3X27040	0	0	2	1
XXX3X27050	125	249	314	2
XXX3X27060	264	177	2	3
XXX3X27070	1	3	5	5
XXX3X27080	240	112	0	156
XXX3X27090	1865	2555	894	1486
XXX3X27095	3	0	3	0
XXX3X27100	260	212	1	297
XXX3X27110	484	788	637	411
XXX3X27120	0	0	2	6
XXX3X27140	3	2	0	0
XXX3X27150	0	0	0	1
XXX3X27160	0	0	1	166
XXX3X27170	1	51	15	6
XXX3X05145	0	0	0	0
XXX3X27180	0	3	4	1
XXX3X05175	0	3	0	3
XXX3X27185	0	0	100	1
XXX3X05185	0	0	0	0
XXX3X05195	0	0	1	0
XXX3X05205	0	1	5	2
XXX3X27190	2	0	556	114
XXX3X27200	0	0	2	5
XXX3X27210	437	138	1042	362
XXX3X27220	292	0	424	5
XXX3X27230	0	0	0	2
XXX3X27240	0	904	470	89
XXX3X05215	0	0	2	0
XXX3X27250	1	0	1	0
XXX3X27260	881	2180	2786	728
XXX3X27270	0	0	2	69
XXX3X27280	0	4	1	0
XXX3X27283	0	0	1	0
XXX3X27290	0	0	1	126
XXX3X27300	325	0	276	150
XXX3X27310	351	572	67	123
XXX3X27320	199	2	4	1
XXX3X27321	0	0	0	1
XXX3X05225	1	0	2	0
XXX3X27325	5	0	15	9
XXX3X27327	2	0	5	2
XXX3X27329	0	0	1	0
XXX3X27331	0	0	0	0
XXX3X27330	0	6	328	0
XXX3X27340	14	0	40	4
XXX3X27350	409	0	627	56
XXX3X27355	0	0	0	0
XXX3X27360	117	0	65	4
XXX3X27380	4040	3363	8936	5803
XXX3X27390	1	741	2804	1071
XXX3X05235	0	0	0	0
XXX3X27400	0	1	4	1
XXX3X27410	0	0	0	0
XXX3X27415	0	0	0	0
XXX3X27416	0	0	0	0
XXX3X27420	195	0	0	1
XXX3X27425	0	0	0	3
XXX3X27430	1002	214	7	4
XXX3X27440	2	3	6	2
XXX3X27450	0	1	1	2
XXX3X27460	4	3	204	3
XXX3X27470	640	11	0	1
XXX3X27473	0	0	0	0
XXX3X05245	0	0	0	0
XXX3X27475	0	0	0	0
XXX3X27480	0	0	0	0
XXX3X27490	0	0	5	0
XXX3X27495	0	0	5	0
XXX3X27500	491	0	0	2
XXX3X27503	2	0	2	3
XXX3X05265	0	0	1	0
XXX3X27510	11	0	1	4
XXX3X27520	0	0	0	243
XXX3X27530	59	129	114	261
XXX3X27540	2	0	303	619
XXX3X27550	1	15	2	0
XXX3X27555	0	0	0	0
XXX3X27560	1	14	368	258
XXX3X27570	170	418	3	255
XXX3X27580	715	529	10	2
XXX3X27590	1	0	0	0
XXX3X27600	0	0	0	0
XXX3X27610	385	71	3	344
XXX3X27620	0	0	4	2
XXX3X27630	0	0	0	1
XXX3X27640	1	1	10	4
XXX3X05275	0	0	0	1
XXX3X27650	0	0	0	0
XXX3X27660	0	0	0	0
XXX3X27670	582	0	6	2
XXX3X27680	0	0	0	0
XXX3X27690	1	0	0	177
XXX3X27700	0	235	10	4
XXX3X27710	0	1	5	2
XXX3X27720	0	1	0	0
XXX3X27730	0	1	10	5
XXX3X27740	430	1	5	3
XXX3X05285	0	0	0	0
XXX3X27750	0	0	2	1
XXX3X27770	275	254	1507	1990
XXX3X27785	0	0	2	1
XXX3X05295	0	0	0	0
XXX3X05305	0	0	0	0
XXX3X27810	0	0	0	0
XXX3X05315	0	0	0	0
XXX3X27809	0	0	0	0
XXX3X27820	532	784	737	1089
XXX3X27825	0	0	0	0
XXX3X27830	162	586	1	1216
XXX3X27831	0	0	0	0
XXX3X27835	0	0	0	0
XXX3X27840	0	0	0	0
XXX3X27845	0	0	0	1
XXX3X27850	99	3	6	994
XXX3X27860	0	0	1	8
XXX3X27865	0	0	0	1
XXX3X05325	0	0	0	0
XXX3X05335	0	0	0	0
XXX3X05355	43	0	0	0
XXX3X27870	0	0	2	2
XXX3X27880	248	215	218	17
XXX3X27883	0	1	15	3
XXX3X27884	0	0	3	1
XXX3X27886	1	1	7	3
XXX3X27890	511	453	321	212
XXX3X27895	0	0	1	0
XXX3X27900	0	0	2	1
XXX3X27906	350	111	5	2
XXX3X27910	0	2	9	1
XXX3X27920	0	0	0	1
XXX3X05375	0	0	0	0
XXX3X27925	881	1174	310	3352
XXX3X27930	949	2839	613	760
XXX3X27940	0	0	0	0
XXX3X27950	0	0	3	3
XXX3X27960	1948	962	584	121
XXX3X27965	0	0	0	0
XXX3X27970	3	0	5	4
XXX3X27990	3	0	63	9
XXX3X27980	0	0	0	0
XXX3X27997	3404	8735	1044	426
XXX3X27999	0	0	0	0
XXX3X28005	0	0	1	1
XXX3X28007	0	0	3	0
XXX3X28010	1	1	1	2
XXX3X28020	0	0	0	0
XXX3X28030	121	95	405	19
XXX3X28040	2	0	7	353
XXX3X28050	0	255	8	12
XXX3X28060	0	1	2	0
XXX3X28070	1	1	7	1
XXX3X28080	0	0	0	0
XXX3X28100	0	0	0	37
XXX3X28110	0	0	2	1
XXX3X28120	0	0	0	0
XXX3X28130	0	0	1	1
XXX3X28140	0	0	0	0
XXX3X28150	0	416	2	1
XXX3X28153	2	1	8	9
XXX3X05385	0	0	0	0
XXX3X05395	0	0	0	0
XXX3X28155	2	2	0	0
XXX3X05445	0	0	0	0
XXX3X28157	0	0	0	0
XXX3X28160	0	0	1	0
XXX3X28170	0	0	2	1
XXX3X28180	3389	2790	2041	474
XXX3X28190	0	0	0	0
XXX3X28193	0	0	0	0
XXX3X28200	285	28	0	0
XXX3X28210	34788	40647	54380	51262
XXX3X28216	0	0	0	0
XXX3X28220	2	0	4	0
XXX3X28223	0	3	3	2
XXX3X28230	0	1	0	0
XXX3X05455	0	0	0	0
XXX3X28240	0	0	0	2
XXX3X28243	0	0	0	0
XXX3X28250	0	0	0	0
XXX3X28270	0	0	6	3
XXX3X28280	0	0	4	1
XXX3X05465	1	1	1	0
XXX3X28290	0	0	1	0
XXX3X28291	0	0	0	0
XXX3X05475	0	0	0	0
XXX3X05485	1	0	0	0
XXX3X28295	0	0	0	0
XXX3X28300	0	0	0	0
XXX3X28310	0	0	0	0
XXX3X28315	1	0	0	2
XXX3X28320	0	0	5	0
XXX3X28330	2	0	346	659
XXX3X28335	17	0	724	347
XXX3X28340	4226	2583	10331	10144
XXX3X28345	8	228	56	1103
XXX3X28350	0	0	2	0
XXX3X28360	4	1	9	17
XXX3X05495	0	0	1	1
XXX3X28370	2	24	1	2
XXX3X28380	0	1	4	9
XXX3X28390	2	0	1	2
XXX3X28400	1	0	4	2
XXX3X28410	1	0	0	1
XXX3X28412	0	0	2	2
XXX3X28415	1	2	8	2
XXX3X28420	562	1	1	3
XXX3X28430	2	274	70	529
XXX3X28450	926	1839	2953	4031
XXX3X28455	0	0	35	0
XXX3X28460	0	3	7	219
XXX3X28470	0	0	1	4
XXX3X28480	0	0	2	1
XXX3X28490	0	0	0	0
XXX3X28500	0	0	0	0
XXX3X05505	0	0	0	0
XXX3X28510	0	1	1	1
XXX3X28520	0	0	0	1
XXX3X28530	0	1	1	0
XXX3X28540	224	1	0	1
XXX3X28550	1	1	0	4
XXX3X28560	0	0	0	0
XXX3X28570	0	1	0	1
XXX3X05535	0	0	1	0
XXX3X28580	43	13	0	1
XXX3X28590	0	0	0	0
XXX3X28600	27910	60530	1	54
XXX3X28610	3	0	2	1
XXX3X28611	0	0	0	0
XXX3X28620	69	0	9	4
XXX3X28630	2	3	7	3
XXX3X28635	0	0	3	0
XXX3X28640	0	1	2	1
XXX3X28650	0	4	4	0
XXX3X28660	1	0	0	0
XXX3X28670	0	0	600	258
XXX3X28674	0	0	0	0
XXX3X28680	0	0	0	2
XXX3X05555	1	0	0	0
XXX3X28685	0	0	0	0
XXX3X28690	487	396	11	50
XXX3X28695	0	0	0	0
XXX3X28700	0	0	8	2
XXX3X28705	2	1	3	3
XXX3X28710	1342	465	1	614
XXX3X28715	5	116	457	345
XXX3X28720	0	1	9	3
XXX3X28730	396	955	13	329
XXX3X28740	1339	3768	486	3054
XXX3X28750	0	1	0	2
XXX3X28760	0	316	2	0
XXX3X28770	1	0	5	3
XXX3X28780	0	0	0	1
XXX3X28785	0	0	0	0
XXX3X28790	1	1	3	1
XXX3X28800	0	0	0	0
XXX3X28810	0	0	0	1
XXX3X28820	0	0	1	0
XXX3X28830	2	0	10	6
XXX3X28840	0	0	2	4
XXX3X28850	169	476	539	363
XXX3X28853	0	0	1	0
XXX3X28855	0	0	0	0
XXX3X28857	0	0	1	0
XXX3X28860	2	223	12	10
XXX3X28865	3	8	6	4
XXX3X28870	0	0	4	0
XXX3X28875	0	0	0	0
XXX3X28880	0	0	0	0
XXX3X05575	0	0	0	0
XXX3X28890	0	0	1	1
XXX3X28900	520	494	0	58
XXX3X28899	0	0	0	0
XXX3X05585	0	0	0	0
XXX3X28910	282	167	0	178
XXX3X28915	2	2	15	9
XXX3X28917	0	0	0	0
XXX3X05595	0	0	0	0
XXX3X28918	0	0	1	0
XXX3X28920	465	53	0	7
XXX3X28922	0	0	0	0
XXX3X05605	0	0	0	0
XXX3X28923	0	0	0	0
XXX3X28925	0	0	2	3
XXX3X28930	0	0	193	111
XXX3X05635	0	0	0	0
XXX3X28940	1088	1456	3459	2902
XXX3X28945	0	0	6	4
XXX3X28950	332	330	0	1
XXX3X28955	0	0	0	0
XXX3X28956	166	116	7	1
XXX3X28958	2	1	7	3
XXX3X28960	4	1	14	4
XXX3X28970	247	588	6	120
XXX3X05645	0	0	0	0
XXX3X28980	0	1	2	4
XXX3X28985	0	0	0	0
XXX3X28990	0	0	0	0
XXX3X29000	3574	2870	20104	17464
XXX3X29010	406	5	3626	1683
XXX3X29020	29	0	2	301
XXX3X29030	0	0	1	112
XXX3X29032	1	1	8	5
XXX3X29033	0	0	0	0
XXX3X29037	0	0	0	0
XXX3X29034	188	1	1693	1697
XXX3X29035	850	41	1954	1443
XXX3X05655	0	0	0	0
XXX3X29040	0	1	0	0
XXX3X29050	0	0	2	2
XXX3X29060	1	1	4	5
XXX3X29070	0	0	0	0
XXX3X29075	869	400	442	464
XXX3X29076	1	0	4	0
XXX3X29077	0	0	1	0
XXX3X05665	0	0	0	0
XXX3X29078	0	0	1	3
XXX3X29080	0	0	2	1
XXX3X29090	0	0	0	0
XXX3X29095	0	0	0	0
XXX3X29100	0	104	0	1
XXX3X29105	0	0	0	0
XXX3X29110	1	0	0	1
XXX3X05695	0	0	109	0
XXX3X29120	0	0	0	0
XXX3X29130	4	86	33	105
XXX3X29140	0	0	9	0
XXX3X05705	0	0	1	1
XXX3X29150	0	0	1	0
XXX3X29152	0	0	2	2
XXX3X29153	0	2	11	3
XXX3X29156	0	1	2	1
XXX3X29160	542	664	2	2
XXX3X29170	566	171	193	156
XXX3X29173	0	0	1	22
XXX3X29175	0	1	7	8
XXX3X29180	222	336	4	2
XXX3X05715	0	0	0	0
XXX3X29185	3	0	13	4
XXX3X29187	1	2	8	3
XXX3X29190	1	0	2	2
XXX3X29200	889	595	3	1
XXX3X29205	0	1	6	4
XXX3X29210	1	1	1	2
XXX3X29220	0	0	0	0
XXX3X29225	0	1	2	0
XXX3X29230	0	0	7	2
XXX3X29240	198	467	55	702
XXX3X29250	0	0	1	4
XXX3X29252	0	1	5	0
XXX3X29255	0	0	14	2
XXX3X29260	0	0	2	1
XXX3X29265	1	0	0	0
XXX3X29270	140	0	2	0
XXX3X29280	39	135	1	3
XXX3X29290	1	0	7	2
XXX3X29300	1	0	3	4
XXX3X29305	0	0	1	1
XXX3X29310	168	0	105	53
XXX3X29320	0	328	6	4
XXX3X29330	0	0	0	0
XXX3X29340	0	0	0	1
XXX3X29350	521	396	146	147
XXX3X29360	725	2387	170	496
XXX3X29365	0	0	1	1
XXX3X29370	0	0	3	2
XXX3X29375	0	4	1	2
XXX3X29380	0	0	1	0
XXX3X29385	0	0	2	0
XXX3X29390	258	2	537	518
XXX3X29400	2	0	762	3
XXX3X29410	0	0	5	4
XXX3X29420	0	0	0	0
XXX3X29430	1	0	7	4
XXX3X29440	0	0	0	0
XXX3X29450	0	1	1	0
XXX3X29460	0	0	0	0
XXX3X29470	0	0	0	0
XXX3X29480	0	0	4	1
XXX3X29510	0	0	4	1
XXX3X29515	1	2	9	3
XXX3X29455	2	2	2	2
XXX3X29520	1	1	1	5
XXX3X29525	0	0	0	2
XXX3X29540	0	0	1	0
XXX3X29545	0	0	1	0
XXX3X29550	1	0	6	4
XXX3X29560	0	0	2	1
XXX3X29570	0	0	0	0
XXX3X05735	0	0	0	0
XXX3X29572	0	1	1	0
XXX3X29575	258	1398	964	1133
XXX3X05745	0	0	1	0
XXX3X29577	0	0	3	0
XXX3X05765	0	0	0	0
XXX3X29578	0	0	0	0
XXX3X29580	0	0	0	0
XXX3X29590	0	0	2	0
XXX3X29595	1	0	4	0
XXX3X29600	0	0	0	0
XXX3X29610	0	0	3	1
XXX3X29612	0	2	1	5
XXX3X05785	0	0	1	0
XXX3X05795	0	0	0	0
XXX3X29615	6	2	17	8
XXX3X29618	0	0	0	0
XXX3X05805	0	0	0	0
XXX3X29620	2	0	4	0
XXX3X29630	0	0	2	0
XXX3X05815	0	0	0	0
XXX3X05825	0	0	0	0
XXX3X29633	0	0	2	1
XXX3X29634	2	1	5	6
XXX3X29635	0	0	2	0
XXX3X29636	0	0	2	1
XXX3X29631	0	0	1	0
XXX3X05845	0	0	0	0
XXX3X29637	0	0	0	0
XXX3X05855	0	0	0	1
XXX3X29638	0	1	4	0
XXX3X29639	0	0	1	0
XXX3X29645	0	0	0	0
XXX3X05885	0	0	0	0
XXX3X05895	0	0	1	0
XXX3X05915	0	0	0	1
XXX3X05925	0	0	0	0
XXX3X29640	0	3	0	1
XXX3X29641	1	1	5	3
XXX3X29632	0	0	1	1
XXX3X29642	0	0	1	0
XXX3X29644	0	1	4	18
XXX3X29643	0	0	2	0
XXX3X29647	0	0	0	0
XXX3X05945	150	1	178	16
XXX3X29648	0	0	0	0
XXX3X29650	0	0	0	2
